recording_id,time_seconds,EEG Fpz-Cz,EEG Pz-Oz
SC4002E0,3.9,-3.743223443223443e-05,7.72454212454212e-06
SC4002E0,3.91,-3.783956043956044e-05,5.859340659340655e-06
SC4002E0,3.92,-3.600659340659341e-05,3.6014652014651973e-06
SC4002E0,3.93,-3.519194139194139e-05,1.096410256410256e-05
SC4002E0,3.94,-4.1709157509157515e-05,1.2829304029304023e-05
SC4002E0,3.95,-7.697435897435898e-06,9.491575091575087e-06
SC4002E0,3.96,1.8747252747252726e-06,5.172161172161168e-06
SC4002E0,3.97,-1.7269597069597072e-05,-3.25274725274729e-07
SC4002E0,3.98,-1.3807326007326009e-05,3.4051282051282013e-06
SC4002E0,3.99,8.595604395604394e-06,5.859340659340655e-06
SC4002E0,4.0,5.5406593406593385e-06,3.99413919413919e-06
SC4002E0,4.01,4.729157509157509e-05,3.4051282051282013e-06
SC4002E0,4.02,5.553992673992673e-05,1.441758241758238e-06
SC4002E0,4.03,5.747472527472527e-05,1.932600732600729e-06
SC4002E0,4.04,5.9205860805860796e-05,5.859340659340655e-06
SC4002E0,4.05,6.551941391941392e-05,3.99413919413919e-06
SC4002E0,4.06,7.407326007326007e-05,1.932600732600729e-06
SC4002E0,4.07,7.926666666666666e-05,-7.179487179487216e-07
SC4002E0,4.08,5.9918681318681314e-05,8.52747252747249e-07
SC4002E0,4.09,4.973553113553113e-05,6.841025641025637e-06
SC4002E0,4.1,2.6110622710622706e-05,1.646153846153846e-05
SC4002E0,4.11,2.346300366300366e-05,1.7737728937728934e-05
SC4002E0,4.12,2.9063736263736257e-05,1.567619047619047e-05
SC4002E0,4.13,-2.4601465201465203e-05,1.518534798534798e-05
SC4002E0,4.14,-1.4418315018315019e-05,1.8523076923076916e-05
SC4002E0,4.15,-2.8572893772893773e-05,1.4203663003662999e-05
SC4002E0,4.16,-2.337948717948718e-05,1.1847619047619042e-05
SC4002E0,4.17,-3.0304029304029306e-05,1.1945787545787543e-05
SC4002E0,4.18,-2.399047619047619e-05,8.902564102564099e-06
SC4002E0,4.19,8.290109890109889e-06,8.509890109890106e-06
SC4002E0,4.2,2.994871794871793e-06,9.197069597069593e-06
SC4002E0,4.21,3.3646153846153844e-05,1.1749450549450545e-05
SC4002E0,4.22,2.7536263736263733e-05,1.2436630036630032e-05
SC4002E0,4.23,5.197582417582417e-05,1.3712820512820507e-05
SC4002E0,4.24,8.283076923076923e-05,1.1553113553113548e-05
SC4002E0,4.25,7.967399267399267e-05,1.1847619047619042e-05
SC4002E0,4.26,0.00011999926739926739,1.1160439560439555e-05
SC4002E0,4.27,0.00011256556776556776,4.583150183150179e-06
SC4002E0,4.28,0.00012855311355311355,7.135531135531131e-06
SC4002E0,4.29,0.00011256556776556776,1.1553113553113548e-05
SC4002E0,4.3,0.0001477992673992674,1.2927472527472524e-05
SC4002E0,4.31,0.00012427619047619047,1.1062271062271058e-05
SC4002E0,4.32,0.00013364468864468865,4.975824175824172e-06
SC4002E0,4.33,0.0001314043956043956,1.1651282051282047e-05
SC4002E0,4.34,0.0001149076923076923,1.7541391941391936e-05
SC4002E0,4.35,0.00010553919413919413,1.4301831501831497e-05
SC4002E0,4.36,0.00012834945054945055,1.1749450549450545e-05
SC4002E0,4.37,0.00010655750915750915,6.252014652014648e-06
SC4002E0,4.38,9.026446886446886e-05,1.3712820512820507e-05
SC4002E0,4.39,9.545787545787545e-05,1.253479853479853e-05
SC4002E0,4.4,9.454139194139193e-05,1.8621245421245416e-05
SC4002E0,4.41,8.771868131868131e-05,1.2731135531135526e-05
SC4002E0,4.42,8.079413919413919e-05,1.8719413919413916e-05
SC4002E0,4.43,5.9409523809523805e-05,1.2338461538461534e-05
SC4002E0,4.44,8.578388278388278e-05,1.2142124542124538e-05
SC4002E0,4.45,3.0387545787545786e-05,9.982417582417579e-06
SC4002E0,4.46,9.097728937728938e-05,9.491575091575087e-06
SC4002E0,4.47,6.908351648351647e-05,4.190476190476186e-06
SC4002E0,4.48,7.692454212454213e-05,9.786080586080582e-06
SC4002E0,4.49,9.30139194139194e-05,8.509890109890106e-06
SC4002E0,4.5,8.924615384615384e-05,8.21538461538461e-06
SC4002E0,4.51,6.429743589743589e-05,5.564835164835161e-06
SC4002E0,4.52,6.215897435897435e-05,1.0490842490842452e-06
SC4002E0,4.53,5.5947252747252745e-05,6.448351648351644e-06
SC4002E0,4.54,5.0753846153846155e-05,3.208791208791205e-06
SC4002E0,4.55,5.431794871794871e-05,1.2142124542124538e-05
SC4002E0,4.56,3.283150183150183e-05,1.253479853479853e-05
SC4002E0,4.57,5.8493040293040284e-05,1.2436630036630032e-05
SC4002E0,4.58,2.733260073260073e-05,1.0571428571428567e-05
SC4002E0,4.59,3.354432234432234e-05,9.39340659340659e-06
SC4002E0,4.6,1.5927472527472525e-05,7.23369963369963e-06
SC4002E0,4.61,4.169084249084249e-05,4.092307692307688e-06
SC4002E0,4.62,2.4888644688644686e-05,7.72454212454212e-06
SC4002E0,4.63,3.425714285714285e-05,4.484981684981681e-06
SC4002E0,4.64,1.4094505494505492e-05,7.920879120879116e-06
SC4002E0,4.65,1.1446886446886445e-05,8.21538461538461e-06
SC4002E0,4.66,7.271794871794869e-06,5.859340659340655e-06
SC4002E0,4.67,1.3890842490842488e-05,1.6380952380952344e-06
SC4002E0,4.68,2.305567765567765e-05,1.8344322344322305e-06
SC4002E0,4.69,2.8656410256410252e-05,1.6380952380952344e-06
SC4002E0,4.7,1.4603663003663002e-05,3.0124542124542086e-06
SC4002E0,4.71,2.3666666666666665e-05,3.0124542124542086e-06
SC4002E0,4.72,1.511282051282051e-05,-2.190476190476194e-06
SC4002E0,4.73,2.733260073260073e-05,-6.117216117216121e-06
SC4002E0,4.74,1.348351648351648e-05,-6.411721611721615e-06
SC4002E0,4.75,1.0835897435897435e-05,-1.8959706959706994e-06
SC4002E0,4.76,1.16190476190476e-06,9.509157509157472e-07
SC4002E0,4.77,2.0783882783882764e-06,6.841025641025637e-06
SC4002E0,4.78,-2.300366300366302e-06,9.098901098901095e-06
SC4002E0,4.79,3.911355311355309e-06,7.23369963369963e-06
SC4002E0,4.8,1.2159706959706957e-05,6.15384615384615e-06
SC4002E0,4.81,-4.744322344322346e-06,-3.3684981684981724e-06
SC4002E0,4.82,-9.937728937728939e-06,-4.54652014652015e-06
SC4002E0,4.83,-2.113919413919414e-05,-3.0769230769234436e-08
SC4002E0,4.84,-3.763589743589744e-05,-7.68791208791209e-06
SC4002E0,4.85,-7.595604395604397e-06,2.521611721611718e-06
SC4002E0,4.86,-2.5416117216117216e-05,5.172161172161168e-06
SC4002E0,4.87,-1.716776556776557e-05,9.687912087912083e-06
SC4002E0,4.88,-1.5232967032967033e-05,8.706227106227102e-06
SC4002E0,4.89,-1.6658608058608058e-05,1.1258608058608054e-05
SC4002E0,4.9,-3.2238827838827835e-05,3.6996336996336955e-06
SC4002E0,4.91,-2.164835164835165e-05,4.779487179487176e-06
SC4002E0,4.92,-1.828791208791209e-05,2.8161172161172122e-06
SC4002E0,4.93,-2.938754578754579e-05,2.8161172161172122e-06
SC4002E0,4.94,-5.983516483516484e-05,-2.190476190476194e-06
SC4002E0,4.95,-7.256410256410256e-05,-5.216117216117253e-07
SC4002E0,4.96,-4.089450549450549e-05,-4.742857142857146e-06
SC4002E0,4.97,-5.83076923076923e-05,-1.6996336996337032e-06
SC4002E0,4.98,-6.9e-05,-1.6996336996337032e-06
SC4002E0,4.99,-3.702490842490842e-05,-7.179487179487216e-07
SC4002E0,5.0,-4.3542124542124536e-05,-3.6630036630036666e-06
SC4002E0,5.01,-9.567985347985347e-05,1.5399267399267362e-06
SC4002E0,5.02,-5.270695970695971e-05,1.6556776556776186e-07
SC4002E0,5.03,-3.4886446886446886e-05,5.859340659340655e-06
SC4002E0,5.04,-5.9427838827838826e-05,2.7179487179487144e-06
SC4002E0,5.05,-3.0507692307692308e-05,1.7362637362637326e-06
SC4002E0,5.06,-4.1709157509157515e-05,2.521611721611718e-06
SC4002E0,5.07,-4.853186813186813e-05,3.0124542124542086e-06
SC4002E0,5.08,-3.671941391941392e-05,-3.7611721611721643e-06
SC4002E0,5.09,-6.604688644688645e-05,-8.178754578754582e-06
SC4002E0,5.1,-5.423443223443223e-05,-1.1221978021978025e-05
SC4002E0,5.11,-7.124029304029304e-05,-9.847619047619051e-06
SC4002E0,5.12,-5.148498168498168e-05,-9.35677655677656e-06
SC4002E0,5.13,-5.80021978021978e-05,-9.258608058608063e-06
SC4002E0,5.14,-4.873553113553114e-05,-7.1970695970696e-06
SC4002E0,5.15,-6.563956043956044e-05,-3.564835164835168e-06
SC4002E0,5.16,-3.335897435897436e-05,-6.509890109890113e-06
SC4002E0,5.17,-6.645421245421245e-05,-7.982417582417586e-06
SC4002E0,5.18,-8.121978021978022e-05,-9.454945054945058e-06
SC4002E0,5.19,-7.582271062271063e-05,-9.651282051282054e-06
SC4002E0,5.2,-5.6067399267399264e-05,-9.94578754578755e-06
SC4002E0,5.21,-5.759487179487179e-05,-6.313553113553116e-06
SC4002E0,5.22,-6.655604395604394e-05,-9.160439560439563e-06
SC4002E0,5.23,-5.81040293040293e-05,-8.86593406593407e-06
SC4002E0,5.24,-5.840952380952381e-05,-1.2596336996336999e-05
SC4002E0,5.25,-5.4743589743589745e-05,-7.884249084249087e-06
SC4002E0,5.26,-6.227912087912087e-05,-6.019047619047622e-06
SC4002E0,5.27,-6.27882783882784e-05,-1.9941391941391978e-06
SC4002E0,5.28,-6.441758241758241e-05,-4.23443223443227e-07
SC4002E0,5.29,-6.787985347985347e-05,-1.6996336996337032e-06
SC4002E0,5.3,-6.166813186813187e-05,-1.5032967032967068e-06
SC4002E0,5.31,-4.873553113553114e-05,-3.46666666666667e-06
SC4002E0,5.32,-5.005934065934066e-05,-4.6446886446886484e-06
SC4002E0,5.33,-5.77985347985348e-05,-4.54652014652015e-06
SC4002E0,5.34,-5.464175824175825e-05,-8.571428571428574e-06
SC4002E0,5.35,-4.7615384615384616e-05,-8.27692307692308e-06
SC4002E0,5.36,-3.794139194139194e-05,-1.308717948717949e-05
SC4002E0,5.37,-5.0873992673992674e-05,-1.4363369963369967e-05
SC4002E0,5.38,-6.747252747252747e-05,-1.4363369963369967e-05
SC4002E0,5.39,-3.396996336996337e-05,-1.308717948717949e-05
SC4002E0,5.4,-5.128131868131868e-05,-1.6130402930402934e-05
SC4002E0,5.41,-2.9896703296703295e-05,-5.135531135531139e-06
SC4002E0,5.42,-9.123076923076924e-06,-3.172161172161176e-06
SC4002E0,5.43,-2.4703296703296705e-05,-1.1221978021978025e-05
SC4002E0,5.44,-7.286959706959707e-05,-2.779487179487183e-06
SC4002E0,5.45,-3.346080586080586e-05,-1.0240293040293042e-05
SC4002E0,5.46,-2.8674725274725274e-05,-9.258608058608063e-06
SC4002E0,5.47,-1.8084249084249088e-05,-1.4461538461538464e-05
SC4002E0,5.48,-1.9611721611721612e-05,-1.3578021978021982e-05
SC4002E0,5.49,-2.714725274725275e-05,-1.2498168498168502e-05
SC4002E0,5.5,-2.8063736263736267e-05,-1.2596336996336999e-05
SC4002E0,5.51,-2.9183882783882786e-05,-9.847619047619051e-06
SC4002E0,5.52,-1.788058608058608e-05,-1.308717948717949e-05
SC4002E0,5.53,-3.865421245421245e-05,-1.0829304029304032e-05
SC4002E0,5.54,-2.6536263736263736e-05,-9.454945054945058e-06
SC4002E0,5.55,-3.2238827838827835e-05,-7.393406593406597e-06
SC4002E0,5.56,-1.3196336996336996e-05,-8.571428571428574e-06
SC4002E0,5.57,-3.213699633699634e-05,-1.1418315018315022e-05
SC4002E0,5.58,-2.164835164835165e-05,-1.0142124542124545e-05
SC4002E0,5.59,-5.097582417582418e-05,-7.295238095238099e-06
SC4002E0,5.6,-3.5090109890109895e-05,-1.2203663003663006e-05
SC4002E0,5.61,-1.716776556776557e-05,-2.9758241758241792e-06
SC4002E0,5.62,-6.136263736263736e-05,-4.153846153846158e-06
SC4002E0,5.63,-2.103736263736264e-05,-7.295238095238099e-06
SC4002E0,5.64,-3.1424175824175826e-05,-9.35677655677656e-06
SC4002E0,5.65,-2.7045421245421248e-05,-6.902564102564106e-06
SC4002E0,5.66,-2.8674725274725274e-05,-3.3684981684981724e-06
SC4002E0,5.67,-1.9713553113553113e-05,-7.179487179487216e-07
SC4002E0,5.68,-2.276849816849817e-05,2.521611721611718e-06
SC4002E0,5.69,-2.6841758241758243e-05,-9.142857142857179e-07
SC4002E0,5.7,-1.9917216117216116e-05,2.7179487179487144e-06
SC4002E0,5.71,-2.7758241758241756e-05,3.208791208791205e-06
SC4002E0,5.72,-1.798241758241758e-05,1.2454212454212416e-06
SC4002E0,5.73,-1.6964102564102565e-05,8.608058608058603e-06
SC4002E0,5.74,-1.564029304029304e-05,8.019047619047615e-06
SC4002E0,5.75,-1.686227106227106e-05,4.583150183150179e-06
SC4002E0,5.76,-1.4316483516483518e-05,1.6380952380952344e-06
SC4002E0,5.77,-7.595604395604397e-06,3.619047619047582e-07
SC4002E0,5.78,-1.6353113553113555e-05,2.521611721611718e-06
SC4002E0,5.79,-8.747252747252767e-07,2.521611721611718e-06
SC4002E0,5.8,3.517362637362637e-05,3.306959706959703e-06
SC4002E0,5.81,5.438827838827837e-06,2.2271062271062235e-06
SC4002E0,5.82,-9.835897435897438e-06,1.7362637362637326e-06
SC4002E0,5.83,6.457142857142855e-06,7.545787545787508e-07
SC4002E0,5.84,1.5418315018315016e-05,4.877655677655674e-06
SC4002E0,5.85,1.4705494505494503e-05,3.6014652014651973e-06
SC4002E0,5.86,1.6742124542124538e-05,1.5399267399267362e-06
SC4002E0,5.87,1.6742124542124538e-05,3.6996336996336955e-06
SC4002E0,5.88,7.577289377289375e-06,3.0124542124542086e-06
SC4002E0,5.89,1.772893772893771e-06,6.350183150183146e-06
SC4002E0,5.9,9.308424908424905e-06,1.6380952380952344e-06
SC4002E0,5.91,7.271794871794869e-06,6.055677655677652e-06
SC4002E0,5.92,2.8930402930402913e-06,8.21538461538461e-06
SC4002E0,5.93,-9.021245421245423e-06,1.5087179487179483e-05
SC4002E0,5.94,-1.1974358974358976e-05,1.0767765567765563e-05
SC4002E0,5.95,3.8095238095238073e-06,4.779487179487176e-06
SC4002E0,5.96,2.5906959706959704e-05,-1.7978021978022016e-06
SC4002E0,5.97,-9.224908424908427e-06,1.3435897435897398e-06
SC4002E0,5.98,1.8747252747252726e-06,2.4234432234432195e-06
SC4002E0,5.99,-2.063003663003663e-05,-1.7978021978022016e-06
SC4002E0,6.0,-6.227912087912087e-05,-3.564835164835168e-06
SC4002E0,6.01,-3.0100366300366304e-05,1.2454212454212416e-06
SC4002E0,6.02,-5.321611721611722e-05,-2.9758241758241792e-06
SC4002E0,6.03,-5.566007326007326e-05,-9.142857142857179e-07
SC4002E0,6.04,-2.6841758241758243e-05,-4.448351648351652e-06
SC4002E0,6.05,-5.291062271062271e-05,-1.9941391941391978e-06
SC4002E0,6.06,-2.724908424908425e-05,-5.03736263736264e-06
SC4002E0,6.07,-3.013186813186815e-06,-3.564835164835168e-06
SC4002E0,6.08,-1.706593406593407e-05,6.739926739926372e-08
SC4002E0,6.09,-1.0650549450549452e-05,4.484981684981681e-06
SC4002E0,6.1,-1.9713553113553113e-05,6.5465201465201425e-06
SC4002E0,6.11,-1.5436630036630037e-05,2.4234432234432195e-06
SC4002E0,6.12,-2.5721611721611723e-05,3.797802197802194e-06
SC4002E0,6.13,-8.30842490842491e-06,2.8161172161172122e-06
SC4002E0,6.14,-1.4927472527472528e-05,1.932600732600729e-06
SC4002E0,6.15,-2.001904761904762e-05,-1.0124542124542159e-06
SC4002E0,6.16,-1.1974358974358976e-05,-3.270329670329674e-06
SC4002E0,6.17,1.16190476190476e-06,1.5399267399267362e-06
SC4002E0,6.18,-1.1159706959706961e-05,1.7362637362637326e-06
SC4002E0,6.19,1.2567032967032965e-05,5.761172161172157e-06
SC4002E0,6.2,-2.602710622710623e-05,8.21538461538461e-06
SC4002E0,6.21,-2.0967032967032985e-06,8.902564102564099e-06
SC4002E0,6.22,-4.336996336996339e-06,7.430036630036626e-06
SC4002E0,6.23,2.28205128205128e-06,1.3435897435897398e-06
SC4002E0,6.24,1.4358974358974163e-07,2.2271062271062235e-06
SC4002E0,6.25,1.562197802197802e-05,4.975824175824172e-06
SC4002E0,6.26,1.0835897435897435e-05,2.521611721611718e-06
SC4002E0,6.27,1.399267399267399e-05,9.509157509157472e-07
SC4002E0,6.28,-6.710622710622731e-07,3.797802197802194e-06
SC4002E0,6.29,1.602930402930403e-05,6.448351648351644e-06
SC4002E0,6.3,1.3076190476190474e-05,5.957509157509154e-06
SC4002E0,6.31,1.796410256410256e-05,5.663003663003658e-06
SC4002E0,6.32,3.894139194139194e-05,5.761172161172157e-06
SC4002E0,6.33,5.3369963369963345e-06,2.2271062271062235e-06
SC4002E0,6.34,2.0306227106227103e-05,1.8344322344322305e-06
SC4002E0,6.35,1.6436630036630035e-05,4.092307692307688e-06
SC4002E0,6.36,2.01025641025641e-05,3.5032967032966995e-06
SC4002E0,6.37,1.959340659340659e-05,4.092307692307688e-06
SC4002E0,6.38,2.3666666666666665e-05,8.411721611721606e-06
SC4002E0,6.39,6.175164835164834e-05,2.619780219780216e-06
SC4002E0,6.4,-5.1516483516483534e-06,6.9391941391941345e-06
SC4002E0,6.41,3.568278388278388e-05,1.0571428571428567e-05
SC4002E0,6.42,4.5153113553113547e-05,7.72454212454212e-06
SC4002E0,6.43,5.635457875457875e-05,-1.601465201465205e-06
SC4002E0,6.44,5.971501831501831e-05,1.5399267399267362e-06
SC4002E0,6.45,5.3706959706959706e-05,2.2271062271062235e-06
SC4002E0,6.46,7.285128205128205e-05,1.6556776556776186e-07
SC4002E0,6.47,6.236263736263736e-05,-1.601465201465205e-06
SC4002E0,6.48,8.171062271062269e-05,-4.23443223443227e-07
SC4002E0,6.49,6.429743589743589e-05,4.288644688644685e-06
SC4002E0,6.5,8.415457875457875e-05,5.368498168498164e-06
SC4002E0,6.51,9.393040293040293e-05,6.055677655677652e-06
SC4002E0,6.52,8.629304029304029e-05,3.4051282051282013e-06
SC4002E0,6.53,9.148644688644689e-05,5.07399267399267e-06
SC4002E0,6.54,9.036630036630036e-05,5.564835164835161e-06
SC4002E0,6.55,9.698534798534798e-05,1.0865934065934063e-05
SC4002E0,6.56,7.773919413919414e-05,1.361465201465201e-05
SC4002E0,6.57,6.215897435897435e-05,9.29523809523809e-06
SC4002E0,6.58,3.415531135531135e-05,4.583150183150179e-06
SC4002E0,6.59,8.558021978021977e-05,2.030769230769227e-06
SC4002E0,6.6,6.226080586080585e-05,1.0490842490842452e-06
SC4002E0,6.61,6.317728937728938e-05,2.030769230769227e-06
SC4002E0,6.62,5.961318681318681e-05,-1.110622710622714e-06
SC4002E0,6.63,5.217948717948717e-05,-1.2893772893773268e-07
SC4002E0,6.64,2.723076923076923e-05,2.128937728937725e-06
SC4002E0,6.65,4.9633699633699625e-05,3.797802197802194e-06
SC4002E0,6.66,4.1996336996336993e-05,-1.4051282051282088e-06
SC4002E0,6.67,3.405347985347985e-05,-2.779487179487183e-06
SC4002E0,6.68,3.9959706959706957e-05,2.128937728937725e-06
SC4002E0,6.69,2.0917216117216113e-05,1.7362637362637326e-06
SC4002E0,6.7,4.0978021978021975e-05,1.7362637362637326e-06
SC4002E0,6.71,1.908424908424908e-05,-1.601465201465205e-06
SC4002E0,6.72,2.4277655677655675e-05,-1.9941391941391978e-06
SC4002E0,6.73,1.9898901098901095e-05,-2.2710622710623074e-07
SC4002E0,6.74,2.1630036630036628e-05,2.9142857142857104e-06
SC4002E0,6.75,1.806593406593406e-05,-1.2087912087912125e-06
SC4002E0,6.76,1.0530402930402928e-05,-9.142857142857179e-07
SC4002E0,6.77,1.1752380952380949e-05,1.932600732600729e-06
SC4002E0,6.78,1.2261538461538458e-05,1.7362637362637326e-06
SC4002E0,6.79,1.0530402930402928e-05,4.190476190476186e-06
SC4002E0,6.8,1.4358974358974163e-07,2.9142857142857104e-06
SC4002E0,6.81,2.994871794871793e-06,-1.3069597069597107e-06
SC4002E0,6.82,3.6058608058608037e-06,-3.6630036630036666e-06
SC4002E0,6.83,-1.9948717948717965e-06,-2.877655677655681e-06
SC4002E0,6.84,1.694578754578754e-05,-4.448351648351652e-06
SC4002E0,6.85,7.679120879120877e-06,-3.7611721611721643e-06
SC4002E0,6.86,9.51208791208791e-06,-1.0124542124542159e-06
SC4002E0,6.87,1.6742124542124538e-05,-3.25274725274729e-07
SC4002E0,6.88,-8.002930402930405e-06,2.2271062271062235e-06
SC4002E0,6.89,-5.864468864468867e-06,2.128937728937725e-06
SC4002E0,6.9,-3.827838827838829e-06,1.3435897435897398e-06
SC4002E0,6.91,-2.0731868131868132e-05,-3.46666666666667e-06
SC4002E0,6.92,-2.714725274725275e-05,-2.2886446886446923e-06
SC4002E0,6.93,-4.211648351648352e-05,8.52747252747249e-07
SC4002E0,6.94,-5.688205128205129e-05,2.030769230769227e-06
SC4002E0,6.95,-5.046666666666667e-05,2.619780219780216e-06
SC4002E0,6.96,-3.794139194139194e-05,5.2703296703296665e-06
SC4002E0,6.97,-3.5599267399267404e-05,4.877655677655674e-06
SC4002E0,6.98,-3.5395604395604395e-05,3.797802197802194e-06
SC4002E0,6.99,-3.458095238095238e-05,3.4051282051282013e-06
SC4002E0,7.0,-1.706593406593407e-05,1.2454212454212416e-06
SC4002E0,7.01,-2.399047619047619e-05,1.3435897435897398e-06
SC4002E0,7.02,-1.2585347985347986e-05,7.920879120879116e-06
SC4002E0,7.03,-5.026300366300366e-05,1.3516483516483512e-05
SC4002E0,7.04,-2.2564835164835166e-05,9.197069597069593e-06
SC4002E0,7.05,-2.3481318681318684e-05,1.1062271062271058e-05
SC4002E0,7.06,-2.847106227106227e-05,9.39340659340659e-06
SC4002E0,7.07,-4.588424908424908e-05,9.000732600732596e-06
SC4002E0,7.08,-2.959120879120879e-05,3.208791208791205e-06
SC4002E0,7.09,-4.15054945054945e-05,-1.3069597069597107e-06
SC4002E0,7.1,-3.295164835164835e-05,-1.7978021978022016e-06
SC4002E0,7.11,-3.7126739926739925e-05,6.15384615384615e-06
SC4002E0,7.12,-3.498827838827839e-05,1.1472527472527436e-06
SC4002E0,7.13,-6.068131868131869e-06,-1.9941391941391978e-06
SC4002E0,7.14,-3.2849816849816855e-05,-3.270329670329674e-06
SC4002E0,7.15,-1.8695238095238095e-05,-5.233699633699637e-06
SC4002E0,7.16,-2.4295970695970696e-05,-5.724542124542128e-06
SC4002E0,7.17,-1.0141391941391943e-05,-5.233699633699637e-06
SC4002E0,7.18,-8.715750915750916e-06,-2.9758241758241792e-06
SC4002E0,7.19,-2.2361172161172164e-05,-3.3684981684981724e-06
SC4002E0,7.2,-1.5334798534798536e-05,-2.4849816849816883e-06
SC4002E0,7.21,-1.798241758241758e-05,-4.742857142857146e-06
SC4002E0,7.22,-5.864468864468867e-06,-6.411721611721615e-06
SC4002E0,7.23,-3.5223443223443237e-06,-9.35677655677656e-06
SC4002E0,7.24,-1.604761904761905e-05,-4.252014652014656e-06
SC4002E0,7.25,-4.642490842490844e-06,-5.3318681318681345e-06
SC4002E0,7.26,-1.6658608058608058e-05,-2.9758241758241792e-06
SC4002E0,7.27,-6.068131868131869e-06,-8.27692307692308e-06
SC4002E0,7.28,-5.1516483516483534e-06,-4.939194139194143e-06
SC4002E0,7.29,-5.558974358974361e-06,-6.509890109890113e-06
SC4002E0,7.3,-6.007326007326208e-08,-2.38681318681319e-06
SC4002E0,7.31,-8.817582417582419e-06,1.5399267399267362e-06
SC4002E0,7.32,-8.817582417582419e-06,1.0490842490842452e-06
SC4002E0,7.33,-4.336996336996339e-06,4.092307692307688e-06
SC4002E0,7.34,-1.8930402930402951e-06,3.797802197802194e-06
SC4002E0,7.35,-1.3603663003663004e-05,-3.25274725274729e-07
SC4002E0,7.36,-1.0345054945054947e-05,-6.70622710622711e-06
SC4002E0,7.37,1.0937728937728936e-05,-8.080586080586083e-06
SC4002E0,7.38,-7.595604395604397e-06,-6.6080586080586105e-06
SC4002E0,7.39,3.914505494505494e-05,-5.528205128205132e-06
SC4002E0,7.4,-2.612893772893773e-05,-4.153846153846158e-06
SC4002E0,7.41,1.2465201465201464e-05,6.739926739926372e-08
SC4002E0,7.42,2.3157509157509156e-05,1.7362637362637326e-06
SC4002E0,7.43,6.151648351648349e-06,7.822710622710618e-06
SC4002E0,7.44,2.7434432234432232e-05,4.484981684981681e-06
SC4002E0,7.45,3.181318681318681e-05,-2.877655677655681e-06
SC4002E0,7.46,2.9267399267399266e-05,-2.877655677655681e-06
SC4002E0,7.47,4.892087912087912e-05,-2.779487179487183e-06
SC4002E0,7.48,2.6517948717948714e-05,7.037362637362633e-06
SC4002E0,7.49,1.2668864468864466e-05,2.521611721611718e-06
SC4002E0,7.5,2.4379487179487176e-05,7.545787545787508e-07
SC4002E0,7.51,2.957289377289377e-05,2.8161172161172122e-06
SC4002E0,7.52,3.272967032967032e-05,6.15384615384615e-06
SC4002E0,7.53,2.621245421245421e-05,1.096410256410256e-05
SC4002E0,7.54,1.1446886446886445e-05,1.4498168498168495e-05
SC4002E0,7.55,1.7658608058608055e-05,1.047326007326007e-05
SC4002E0,7.56,1.3076190476190474e-05,3.99413919413919e-06
SC4002E0,7.57,3.222051282051282e-05,4.092307692307688e-06
SC4002E0,7.58,1.602930402930403e-05,-2.9758241758241792e-06
SC4002E0,7.59,8.901098901098899e-06,-5.528205128205132e-06
SC4002E0,7.6,2.01025641025641e-05,-8.27692307692308e-06
SC4002E0,7.61,9.919413919413918e-06,-7.000732600732604e-06
SC4002E0,7.62,1.7760439560439556e-05,-8.178754578754582e-06
SC4002E0,7.63,1.338168498168498e-05,-6.215384615384619e-06
SC4002E0,7.64,1.5927472527472525e-05,-5.724542124542128e-06
SC4002E0,7.65,2.8930402930402913e-06,-5.528205128205132e-06
SC4002E0,7.66,1.562197802197802e-05,-5.528205128205132e-06
SC4002E0,7.67,1.582564102564102e-05,-4.841025641025644e-06
SC4002E0,7.68,5.7443223443223426e-06,-6.117216117216121e-06
SC4002E0,7.69,1.806593406593406e-05,-9.35677655677656e-06
SC4002E0,7.7,-2.6230769230769232e-05,-6.804395604395608e-06
SC4002E0,7.71,-3.4886446886446886e-05,-1.1025641025641028e-05
SC4002E0,7.72,-5.372527472527473e-05,-1.1810989010989015e-05
SC4002E0,7.73,-7.286959706959707e-05,-1.1123809523809526e-05
SC4002E0,7.74,-8.834798534798533e-05,-3.957509157509161e-06
SC4002E0,7.75,-8.54967032967033e-05,-3.073992673992677e-06
SC4002E0,7.76,-8.539487179487178e-05,-8.669597069597073e-06
SC4002E0,7.77,-8.386739926739926e-05,-1.0534798534798538e-05
SC4002E0,7.78,-8.264542124542124e-05,-1.3283516483516487e-05
SC4002E0,7.79,-8.111794871794871e-05,-1.4559706959706963e-05
SC4002E0,7.8,-7.857216117216117e-05,-1.0632967032967035e-05
SC4002E0,7.81,-7.694285714285715e-05,-6.313553113553116e-06
SC4002E0,7.82,-7.388791208791208e-05,-1.0534798534798538e-05
SC4002E0,7.83,-7.174945054945055e-05,-8.27692307692308e-06
SC4002E0,7.84,-7.083296703296702e-05,-1.4265201465201467e-05
SC4002E0,7.85,-5.9427838827838826e-05,-1.858461538461539e-05
SC4002E0,7.86,-5.1077655677655676e-05,-1.5443223443223445e-05
SC4002E0,7.87,-5.372527472527473e-05,-1.1418315018315022e-05
SC4002E0,7.88,-5.392893772893773e-05,-5.528205128205132e-06
SC4002E0,7.89,-2.4805128205128206e-05,-4.54652014652015e-06
SC4002E0,7.9,-2.042637362637363e-05,-2.092307692307696e-06
SC4002E0,7.91,-2.2564835164835166e-05,3.6014652014651973e-06
